"X1","X2","X3","rep(seat, nrow(table))","rep(city, nrow(table))","rep(year, nrow(table))"
"Ameer ZadahKhan Yousaf Zai","Independent","165",241,"Karachi",2008
"MuhammadhYaqoob","Independent","139",241,"Karachi",2008
"Dr. Ismail","Independent","88",241,"Karachi",2008
"MuhammadhGulzar Ahmed Khaliqi","Independent","79",241,"Karachi",2008
"Shakeel Ahmed","Independent","72",241,"Karachi",2008
"Jameel urhRehman","Independent","39",241,"Karachi",2008
"Doctor AbdulhQadir Khanzada","MQM","147892",242,"Karachi",2008
"Muhammad AfauehKhan Alias Shahid","PPP","27294",242,"Karachi",2008
"Shafi Ahmad","Independent","1067",242,"Karachi",2008
"Sohail Baig Noori","ST","330",242,"Karachi",2008
"Moulvi Iqbal Haider","AHT","243",242,"Karachi",2008
"Saifuddin Khalid","Independent","204",242,"Karachi",2008
"Abdul Waseem","MQM","167764",243,"Karachi",2008
"Zafar Ahmed Siddiqui Advocate","PPP","22147",243,"Karachi",2008
"Farah Awan Advocate","PML(N)","1862",243,"Karachi",2008
"Tariq Mahboob","Independent","152",243,"Karachi",2008
"Syed AjazulhHassan Jilani","Independent","118",243,"Karachi",2008
"Abrar KhanhBaloch","Independent","90",243,"Karachi",2008
"Shaikh Salahuddin","MQM","174044",244,"Karachi",2008
"Ghulam Qadir","PPP","9271",244,"Karachi",2008
"Mir Wali","MMA","1518",244,"Karachi",2008
"Khizarul Islam","PPP(S)","569",244,"Karachi",2008
"AshiquehHussain Qureshi","Independent","179",244,"Karachi",2008
"Farhat Muhammad Khan","MQM","149157",245,"Karachi",2008
"Qazi Muhammad Bashir","PPP","15392",245,"Karachi",2008
"Jumma Khan Babar","ANP","301",245,"Karachi",2008
"Din Muhammad","  
          Independent","203",245,"Karachi",2008
"Sufyan Yousuf","MQM","186933",246,"Karachi",2008
"Sohail Ansari","PPP","6741",246,"Karachi",2008
"Saifullah Advocate","Independent","604",246,"Karachi",2008
"Dr.Nadeem Ehsan","MQM","168007",247,"Karachi",2008
"Saathi Ishaque Advocate","PPP","13963",247,"Karachi",2008
"Muhammad Ilyas Siddique Advocate","MMA","484",247,"Karachi",2008
"AzeemuddinhKhan","Independent","193",247,"Karachi",2008
"Masood Ahmed","Independent","67",247,"Karachi",2008
"Nabeel Ahmed Gabol","PPP","84217",248,"Karachi",2008
"Shakoor Shad","Independent","9651",248,"Karachi",2008
"Wasiullah Lakhoo","MQM","6326",248,"Karachi",2008
"Shaikh MaqsoodhAhmed","PML(N)","3888",248,"Karachi",2008
"Ibrahim RaishAdvocate","MMA","267",248,"Karachi",2008
"Muhammad Tahir","ST","99",248,"Karachi",2008
"Mukhtar Ali","Independent","57",248,"Karachi",2008
"Muhammad AsimhAhsan","Independent","35",248,"Karachi",2008
"Ameer KhanhChandio","Independent","25",248,"Karachi",2008
"Dr. Muhammad Farooq Sattar","MQM","103846",249,"Karachi",2008
"Abdul Habib Memon","PPP","73324",249,"Karachi",2008
"Shabbir Abu Talib","MMA","3352",249,"Karachi",2008
"AbdullahhBalouch","Independent","150",249,"Karachi",2008
"Muhammad AsifhSiddiqui","Independent","76",249,"Karachi",2008
"Khush Bakhat Shujaat","MQM","52045",250,"Karachi",2008
"Dr. Mirza Ikhtiar Baig","PPP","44412",250,"Karachi",2008
"Saleem Zia","PML(N)","3480",250,"Karachi",2008
"Captain HaleemhAhmed Siddiqui","Independent","1333",250,"Karachi",2008
"MuhammadhFarooq Bangsh","ANP","89",250,"Karachi",2008
"Muhammad Hanif","ST","73",250,"Karachi",2008
"KhurramhMuhammad Qamar","PQL","72",250,"Karachi",2008
"Muhammad EjazhAlam","Independent","72",250,"Karachi",2008
"Javaid AhmedhChhatari Advocate","Independent","56",250,"Karachi",2008
"Begum SalmahAhmed","Independent","44",250,"Karachi",2008
"Tahir Khan","Independent","34",250,"Karachi",2008
"Abdul WahabhBaloch Advocate","SUP","21",250,"Karachi",2008
"Waseem Akhter","MQM","83537",251,"Karachi",2008
"Mushahiduallh Khan","PML(N)","22304",251,"Karachi",2008
"Choudhri Umar Hayat Sandhu","PPP","17823",251,"Karachi",2008
"IrfanullahhKhan Marwat","Independent","6653",251,"Karachi",2008
"Shamim Ahmed","Independent","327",251,"Karachi",2008
"Sabir Gola","Independent","324",251,"Karachi",2008
"Qadir Bux","Independent","56",251,"Karachi",2008
"Syed Haider Abbas Rizvi","MQM","96973",252,"Karachi",2008
"Syed Faisal Raza Abidi","PPP","47101",252,"Karachi",2008
"Saboohuddin Malik","PML(N)","4160",252,"Karachi",2008
"Moulana AbdulhKarim Abid","MMA","2747",252,"Karachi",2008
"Sultan ShahabhJahangir","PML","1025",252,"Karachi",2008
"Durre ShahwarhPervez","Independent","183",252,"Karachi",2008
" QadirhKhan Mandokhail Advocate",""," 148",252,"Karachi",2008
" Syed Rizwan Ahmed"," JWP"," 119",252,"Karachi",2008
" Syed Asghar Hussain",""," 77",252,"Karachi",2008
" Moulana Dr. Muhammad Asad Thanwi",""," 77",252,"Karachi",2008
" Khawaja Ghulam Hussain","PPP(S.B)"," 50",252,"Karachi",2008
"Hamid Idrees"," ","",252,"Karachi",2008
"","","",252,"Karachi",2008
"","","",252,"Karachi",2008
"","","",252,"Karachi",2008
"Syed Haider Abbas Rizvi","MQM","96973",253,"Karachi",2008
"Syed Faisal Raza Abidi","PPP","47101",253,"Karachi",2008
"Saboohuddin Malik","PML(N)","4160",253,"Karachi",2008
"Moulana AbdulhKarim Abid","MMA","2747",253,"Karachi",2008
"Sultan ShahabhJahangir","PML","1025",253,"Karachi",2008
"Durre ShahwarhPervez","Independent","183",253,"Karachi",2008
"Qadir Khan MandokhailhAdvocate","Independent","148",253,"Karachi",2008
"Syed RizwanhAhmed","JWP","119",253,"Karachi",2008
"Syed AsgharhHussain","Independent","77",253,"Karachi",2008
"Moulana Dr.hMuhammad Asad Thanwi","Independent","77",253,"Karachi",2008
"Khawaja GhulamhHussain","PPP(S.B)","50",253,"Karachi",2008
"Hamid Idrees","ST","41",253,"Karachi",2008
"Shaikh QasimhShah","Independent","36",253,"Karachi",2008
"Khadim Hussain","Independent","29",253,"Karachi",2008
"Aijaz Ali","Independent","26",253,"Karachi",2008
"Col.(R) AbdulhJabbar Abbasi","Independent","22",253,"Karachi",2008
"MuhammadhBakhsh Lashari Advocate","Independent","17",253,"Karachi",2008
"Dr. MuhammadhImtiaz Subhani","Independent","12",253,"Karachi",2008
"Dr. Muhammad Ayoub Shaikh","MQM","132648",254,"Karachi",2008
"Syed Sohail Abrar","PPP","14302",254,"Karachi",2008
"Malik Akhtar Hussain Awan","PML(N)","4965",254,"Karachi",2008
"Moulana AbdulhHafiz","PMA","874",254,"Karachi",2008
"Muhammad JavedhQadri","ST","275",254,"Karachi",2008
"AllamahShafqatur Rehman","Independent","218",254,"Karachi",2008
"Mansoor Khan","Independent","111",254,"Karachi",2008
"Abdul SattarhChanna","Independent","109",254,"Karachi",2008
"Syed Asif Hassnain","MQM","157971",255,"Karachi",2008
"Haji Nafees Ahmed UsmanihAdvocate","PPP","31389",255,"Karachi",2008
"Attah Muhammad Ansari","Independent","689",255,"Karachi",2008
"Javed IqbalhKhanzada","Independent","401",255,"Karachi",2008
"Shahjahan","Independent","122",255,"Karachi",2008
"Mir HumayunhAli Zaidi","Independent","66",255,"Karachi",2008
"Iqbal Muhammad Ali Khan","MQM","123491",256,"Karachi",2008
"Mirza Maqbool Ahmed","PPP","23829",256,"Karachi",2008
"Zain-ul-Abideen Ansari","PML(N)","15654",256,"Karachi",2008
"MuhammadhSiddique Rathor","MMA","442",256,"Karachi",2008
"Brig. ( R )hUmair Ahmed Siddiqui","Independent","245",256,"Karachi",2008
"Shahzia Batul","ANP","160",256,"Karachi",2008
"Iftikhar AnwerhKhan","Independent","47",256,"Karachi",2008
"Sajid Ahmed","MQM","134498",257,"Karachi",2008
"Riaz Hussain Lund Balouch","PPP","46084",257,"Karachi",2008
"Faheem Advocate","PML(N)","4294",257,"Karachi",2008
"Sultan KhanhMandokhel","ANP","695",257,"Karachi",2008
"Sohail Shahzad","PPP(S.B)","190",257,"Karachi",2008
"Zahid Iqbal","Independent","75",257,"Karachi",2008
"Syed HassanhAhmed","Independent","65",257,"Karachi",2008
"Sher Muhammad Balcoh","PPP","134696",258,"Karachi",2008
"Nisar Ahmed Shar","MQM","15017",258,"Karachi",2008
"Abubakar Memon","Independent","11505",258,"Karachi",2008
"SaleemullahhKhan Tarak","MMA","2965",258,"Karachi",2008
"MolanahIqbalullah","Independent","1564",258,"Karachi",2008
"HafizhZardullah Khan Hassan Zai.","ANP","1476",258,"Karachi",2008
"Syed ShabirhHussain Shah Lukyari","Independent","967",258,"Karachi",2008
"Muhammad UrshKhero","PML","419",258,"Karachi",2008
"Abdul SattarhLagari","Independent","105",258,"Karachi",2008
"Dr. MuhammadhAyoub Baloch","Independent","98",258,"Karachi",2008
"Inam-ul-Haque","Independent","95",258,"Karachi",2008
"Nisar AhmedhSoomro","Independent","90",258,"Karachi",2008
"Abdul RazzaqhRaja","Independent","65",258,"Karachi",2008
"MuhammadhYounus","Independent","65",258,"Karachi",2008
"Syed Tariq Ali","Independent","46",258,"Karachi",2008
"Faheem AhmedhAwan","Independent","45",258,"Karachi",2008
"Syed MargoobhHussain Abidi","Independent","17",258,"Karachi",2008
"Syed Nasir Ali Shah aliashSyed Abbas","PPP","24936",259,"Quetta",2008
"Anwar ul Haq alias Anno","PML","11387",259,"Quetta",2008
"Hafiz Fazal Muhammad","Independent","6661",259,"Quetta",2008
"Khudai Noor","PML(N)","6617",259,"Quetta",2008
"Abdul AzizhKhan Khilji Advocate","MMA","4412",259,"Quetta",2008
"Khudai Dad","ANP","1459",259,"Quetta",2008
"Lt. General(R)hAbdul Qadir Baloch","Independent","1150",259,"Quetta",2008
"Syed MuhammdhFazal Agha","Independent","946",259,"Quetta",2008
"ShaheedahParveen","Independent","704",259,"Quetta",2008
"Arshad IqbalhJadoon","Independent","607",259,"Quetta",2008
"Arbab AbdulhGhani Kasi","MQM","586",259,"Quetta",2008
"Mir Zarak KhanhZehri","Independent","470",259,"Quetta",2008
"Rubnia Babar","Independent","266",259,"Quetta",2008
"MuhammadhKashif","Independent","187",259,"Quetta",2008
"Shafiq AhmedhKhan","Independent","183",259,"Quetta",2008
"Abdul KahliqhHazara","Independent","88",259,"Quetta",2008
"Abdul QadirhLuni","Independent","84",259,"Quetta",2008
"Syed ZahirhShah Zadi","Independent","74",259,"Quetta",2008
"Sardar Al-Haaj MuhammadhUmar Goragaje","PPP","40773",260,"Quetta-cum-Chagai-cum-Nushki",2008
"Sardar Fateh MuhammadhMuhammad Hassani","PML","39443",260,"Quetta-cum-Chagai-cum-Nushki",2008
"Malik Sikandar Khan","MMA","19450",260,"Quetta-cum-Chagai-cum-Nushki",2008
"Barkat AlihThamki","HDP","3174",260,"Quetta-cum-Chagai-cum-Nushki",2008
"Syed ZahirhShah Zaidi","Independent","2376",260,"Quetta-cum-Chagai-cum-Nushki",2008
"Engineer NoorhAhmed Khan","ANP","1788",260,"Quetta-cum-Chagai-cum-Nushki",2008
"Allah Dad KhanhBarraich","Independent","1239",260,"Quetta-cum-Chagai-cum-Nushki",2008
"Mir AbdulhGhafoor Sarparah","Independent","842",260,"Quetta-cum-Chagai-cum-Nushki",2008
"Muhammad ArifhBadini","BNP(A)","485",260,"Quetta-cum-Chagai-cum-Nushki",2008
"Muhammad Abbas","Independent","358",260,"Quetta-cum-Chagai-cum-Nushki",2008
"Malik AbdulhRehman Dehwar","MQM","353",260,"Quetta-cum-Chagai-cum-Nushki",2008
"Lashkar Khan","Independent","167",260,"Quetta-cum-Chagai-cum-Nushki",2008
"Abdul AlihHazara","Independent","149",260,"Quetta-cum-Chagai-cum-Nushki",2008
"Molvi Agha Muhammad","MMA","30611",261,"Pishin-cum-Ziarat",2008
"Muhammad Sarwar Khan Kakar","PML","23350",261,"Pishin-cum-Ziarat",2008
"Syed Muhammad Fazal Agha","Independent","10385",261,"Pishin-cum-Ziarat",2008
"Dr. TajhMuhammad","Independent","5231",261,"Pishin-cum-Ziarat",2008
"MuhammadhYaqoob Ziaratwal","PPP","4178",261,"Pishin-cum-Ziarat",2008
"Abdul RasheedhNasir","ANP","2355",261,"Pishin-cum-Ziarat",2008
"AkhundzadahBadruddin","PML(N)","1980",261,"Pishin-cum-Ziarat",2008
"Syed FazalhMuhammad Agha","Independent","1220",261,"Pishin-cum-Ziarat",2008
"Noor KhanhTareen Advocate","Independent","575",261,"Pishin-cum-Ziarat",2008
"Abdul WasayhKakar Advocate","Independent","574",261,"Pishin-cum-Ziarat",2008
"Abdul GhaffarhPanezai","Independent","434",261,"Pishin-cum-Ziarat",2008
"KaleemullahhTareen","Independent","371",261,"Pishin-cum-Ziarat",2008
"Dr. Gohar Ejaz","Independent","295",261,"Pishin-cum-Ziarat",2008
"Muhammad AnwarhKhan Tareen","Independent","149",261,"Pishin-cum-Ziarat",2008
"Mufti MuhammadhNaseem","Independent","77",261,"Pishin-cum-Ziarat",2008
"MalikhNasrullah Khan Kakar","Independent","21",261,"Pishin-cum-Ziarat",2008
"Hafiz MuhammadhMusa Jan","Independent","14",261,"Pishin-cum-Ziarat",2008
"Haji Rozuddin","MMA","45590",262,"Killa Abdullah",2008
"Malik Muhammad Usman Achakzai","ANP","44455",262,"Killa Abdullah",2008
"Nazar Muhammad Kakar","PPP","27548",262,"Killa Abdullah",2008
"Haji JananhKhan Achakzai","Independent","13114",262,"Killa Abdullah",2008
"Naseer AhmedhKakar","PML","4880",262,"Killa Abdullah",2008
"Syed MusavirhShah","Independent","153",262,"Killa Abdullah",2008
"Abdul ShakoorhAdvocate","Independent","147",262,"Killa Abdullah",2008
"Sardar Muhammad YaqoobhKhan Nasir","PML(N)","34985",263,"Old Loralai",2008
"Sardar Mir Baz Muhammad KhanhKhethran","PPP","30233",263,"Old Loralai",2008
"Molvi Faizullah","MMA","14987",263,"Old Loralai",2008
"Siraj-ud-Din","MQM","2599",263,"Old Loralai",2008
"Mir Shah JahanhKhan Khetran","Independent","865",263,"Old Loralai",2008
"Muhammad AsifhTareen","Independent","447",263,"Old Loralai",2008
"Bismillah Jan","ANP","444",263,"Old Loralai",2008
"Yahya Khan","Independent","153",263,"Old Loralai",2008
"SardarhSanaullah","Independent","120",263,"Old Loralai",2008
"Mir Sher BazhKhethran","Independent","111",263,"Old Loralai",2008
"SardarhMuhammad Israr Tareen","PML","0",263,"Old Loralai",2008
"Maulvi Asmatullah","Independent","24204",264,"Zhob  Sherani Qila Saifullah",2008
"Maulana Malik Muhammad KhanhSherani","MMA","17066",264,"Zhob  Sherani Qila Saifullah",2008
"Sheikh Jafar Khan Mandokhail","PML","10951",264,"Zhob  Sherani Qila Saifullah",2008
"Mamoon KhanhKakar","ANP","2877",264,"Zhob  Sherani Qila Saifullah",2008
"Sardar WazirhAhmed Jogezai","PPP","2514",264,"Zhob  Sherani Qila Saifullah",2008
"Abdul Khaliq","Independent","622",264,"Zhob  Sherani Qila Saifullah",2008
"Muhammad AminhKhan Jogezai","Independent","329",264,"Zhob  Sherani Qila Saifullah",2008
"Malik MaulahDad Khan Sherani.","PML-N","219",264,"Zhob  Sherani Qila Saifullah",2008
"Mir Ahmadan Khan Bugti","PML","56715",265,"Old Sibi",2008
"Mir Dostain Khan Domki","Independent","17411",265,"Old Sibi",2008
"Mir Jan Muhammad Masuri","PPP","11484",265,"Old Sibi",2008
"MolvihAttaullah","MMA","7205",265,"Old Sibi",2008
"Mir BazhMuhamamd Marri","Independent","6315",265,"Old Sibi",2008
"NawabzadahJangaiz Khan Mari","Independent","310",265,"Old Sibi",2008
"Muhammad JanhRind","MQM","152",265,"Old Sibi",2008
"Mir Changez Khan Jamali (hUn-Contested )","PPP","0",266,"Old Nasirabad",2008
"Mir Hamayun Aziz Kurd","Independent","61249",267,"Old Kachhi",2008
"Sardar YarhMuhammad Rind","PML","48275",267,"Old Kachhi",2008
"Shabir Ahmed","PPP","1115",267,"Old Kachhi",2008
"Noor AhmedhJamote","Independent","443",267,"Old Kachhi",2008
"Moulana AbdulhSamad Shahwani. (R)","MMA","334",267,"Old Kachhi",2008
"Maj (R) AamirhAziz Kurd","Independent","133",267,"Old Kachhi",2008
"Dr. Ayatullah Durrani","PPP","19355",268,"Kalat-cum-Mastung",2008
"SardarhSanaullah Zehri","NP","15846",268,"Kalat-cum-Mastung",2008
"Molana AbdulhGhafoor Hyderi","MMA","9546",268,"Kalat-cum-Mastung",2008
"Prince FaisalhDaud","Independent","8766",268,"Kalat-cum-Mastung",2008
"Noor Muhammad","Independent","4233",268,"Kalat-cum-Mastung",2008
"Mir MunirhAhmed Shahwani","Independent","3784",268,"Kalat-cum-Mastung",2008
"Sayed AkberhShah","BNP(A)","650",268,"Kalat-cum-Mastung",2008
"Imdad Ali Kurd","Independent","282",268,"Kalat-cum-Mastung",2008
"Mir Asim Kurd","PML","188",268,"Kalat-cum-Mastung",2008
"MuhammadhRahmdil Haleemi","Independent","116",268,"Kalat-cum-Mastung",2008
"Agha UmarhAhmed Khan","Independent","67",268,"Kalat-cum-Mastung",2008
"Muhammad Usman Advocate","Independent","17609",269,"Khuzdar",2008
"MolvihQamar-ud-Din","MMA","15938",269,"Khuzdar",2008
"Mir MuhammadhAyoub Jattak","NP","11230",269,"Khuzdar",2008
"Mir AbdulhRehman Zehri","Independent","5276",269,"Khuzdar",2008
"Mir ImranhJattak","PPP","4986",269,"Khuzdar",2008
"MirhAtta-ur-Rehman Mengal","PML","1506",269,"Khuzdar",2008
"Mir MuhammadhAshraf","Independent","1189",269,"Khuzdar",2008
"Muhammad AlihRodeni","MQM","357",269,"Khuzdar",2008
"Faiz-ud-DinhSasoli","Independent","253",269,"Khuzdar",2008
"Mir GhulamhHussain Kurd","Independent","164",269,"Khuzdar",2008
"Mir GhulamhHussain Kurd","PML(N)","164",269,"Khuzdar",2008
"Jam Mir Muhammad Yousuf","PML","50476",270,"Awaran-cum-Lasbela",2008
"NasrullahhRoonjha","PPP","41922",270,"Awaran-cum-Lasbela",2008
"Lt. Gen.(R) Abdul Qadir","Independent","22175",271,"Kharan-cum-Washuk-cum-Panjgur",2008
"Mir MuhammadhShoaib Baloch","BNP(A)","10166",271,"Kharan-cum-Washuk-cum-Panjgur",2008
"Abdul AzizhBaloch","MMA","8419",271,"Kharan-cum-Washuk-cum-Panjgur",2008
"Sabar AlihBaloch","PPP","6510",271,"Kharan-cum-Washuk-cum-Panjgur",2008
"Khalid AhmedhBaloch Advocate","Independent","774",271,"Kharan-cum-Washuk-cum-Panjgur",2008
"Mir MuhammadhIsmail Muhammad Hassani","Independent","164",271,"Kharan-cum-Washuk-cum-Panjgur",2008
"AttaullahhBaloch","Independent","144",271,"Kharan-cum-Washuk-cum-Panjgur",2008
"Mir KulyanhKhan Reki","Independent","116",271,"Kharan-cum-Washuk-cum-Panjgur",2008
"EhsanullahhReki","PML","0",271,"Kharan-cum-Washuk-cum-Panjgur",2008
"Yaqoob Bizenjo","BNP(A)","61655",272,"Kech-cum-Gwadar",2008
"Zubeda Jalal","Independent","33564",272,"Kech-cum-Gwadar",2008
"Dr. MuhammadhHaider Baloch","PPP","3514",272,"Kech-cum-Gwadar",2008
"Abdul Qadeer","PML(N)","2448",272,"Kech-cum-Gwadar",2008
"Syed Sher Jan.h(R)","Independent","1520",272,"Kech-cum-Gwadar",2008
"MuftihAhtisham-ul-Haq Asia Abadi","MMA","1237",272,"Kech-cum-Gwadar",2008
